city,male_1_attempt,male_1_attempt_passes,male_pass_rate,male_zero_fault,female_1_attempt,female_1_attempt_passes,female_pass_rate,female_zero_fault,total_1_attempt,total_1_attempt_passes,total_pass_rate,total_zero_fault,,
Taunton,"1,517",865,57.0,33,"1,532",815,53.2,13,"3,049","1,680",55.1,46,,
Telford,"1,013",532,52.5,3,"1,091",542,49.7,5,"2,104","1,074",51.0,8,,
Thurso,60,43,71.7,4,64,28,43.8,0,124,71,57.3,4,,
Tilbury,"1,053",470,44.6,5,"1,113",426,38.3,2,"2,166",896,41.4,7,,
Tolworth (London),"1,701",925,54.4,9,"1,675",760,45.4,2,"3,376","1,685",49.9,11,,
Trowbridge,356,184,51.7,3,393,199,50.6,2,749,383,51.1,5,,
Tunbridge Wells,"1,247",765,61.3,28,"1,226",684,55.8,19,"2,473","1,449",58.6,47,,
Ullapool,25,17,68.0,0,23,12,52.2,1,48,29,60.4,1,,
Upton,"1,052",470,44.7,0,"1,206",546,45.3,4,"2,258","1,016",45.0,4,,
Uxbridge (London),"1,124",557,49.6,20,918,421,45.9,11,"2,042",978,47.9,31,,
Wakefield,"1,114",546,49.0,10,"1,202",416,34.6,14,"2,316",962,41.5,24,,
Wallasey,461,211,45.8,2,437,182,41.6,1,898,393,43.8,3,,
Wanstead (London),"2,303",811,35.2,10,"1,905",557,29.2,3,"4,208","1,368",32.5,13,,
Warrington,948,524,55.3,18,"1,027",522,50.8,21,"1,975","1,046",53.0,39,,
Warwick,"1,942","1,109",57.1,8,"1,923",948,49.3,4,"3,865","2,057",53.2,12,,
Watford,"1,637",861,52.6,29,"1,397",649,46.5,13,"3,034","1,510",49.8,42,,
Watnall,327,208,63.6,14,410,213,52.0,10,737,421,57.1,24,,
Wednesbury,"1,137",447,39.3,3,876,250,28.5,2,"2,013",697,34.6,5,,
Wellingborough,283,161,56.9,2,424,204,48.1,2,707,365,51.6,4,,
West Didsbury (Manchester),"2,079",911,43.8,2,"1,765",685,38.8,3,"3,844","1,596",41.5,5,,
West Wickham (London),"2,209","1,197",54.2,18,"2,723","1,223",44.9,11,"4,932","2,420",49.1,29,,
Westbury,314,166,52.9,1,421,221,52.5,3,735,387,52.7,4,,
Weston-Super-Mare,"1,128",647,57.4,28,"1,135",574,50.6,22,"2,263","1,221",54.0,50,,
Whitby,169,114,67.5,6,173,113,65.3,4,342,227,66.4,10,,
Whitchurch,393,203,51.7,1,416,199,47.8,0,809,402,49.7,1,,
Wick,48,26,54.2,0,72,30,41.7,0,120,56,46.7,0,,
Widnes,864,435,50.3,3,763,301,39.4,3,"1,627",736,45.2,6,,
Winchester,697,311,44.6,7,706,305,43.2,8,"1,403",616,43.9,15,,
Wolverhampton,"2,532","1,382",54.6,65,"2,480","1,053",42.5,37,"5,012","2,435",48.6,102,,
Wood Green (London),"1,568",607,38.7,1,"1,763",519,29.4,0,"3,331","1,126",33.8,1,,
Worcester,"1,468",757,51.6,4,"1,586",708,44.6,1,"3,054","1,465",48.0,5,,
Workington,653,386,59.1,3,701,336,47.9,1,"1,354",722,53.3,4,,
Worksop,909,526,57.9,29,966,483,50.0,17,"1,875","1,009",53.8,46,,
Worthing,"1,459",831,57.0,33,"1,448",682,47.1,22,"2,907","1,513",52.0,55,,
Wrexham,641,264,41.2,1,639,283,44.3,1,"1,280",547,42.7,2,,
Yeovil,"1,176",689,58.6,24,"1,249",639,51.2,28,"2,425","1,328",54.8,52,,
York,"1,569","1,000",63.7,37,"1,761",921,52.3,22,"3,330","1,921",57.7,59,,
Z Sheffield (Parkway) Closed,486,267,54.9,2,443,201,45.4,1,929,468,50.4,3,,
National Totals,"334,691","171,739",51.3,"3,839","333,048","147,838",44.4,"2,695","667,740","319,577",47.9,"6,534",,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
