city,male_1_attempt,male_1_attempt_passes,male_pass_rate,male_zero_fault,female_1_attempt,female_1_attempt_passes,female_pass_rate,female_zero_fault,total_1_attempt,total_1_attempt_passes,total_pass_rate,total_zero_fault,,
Warrington,61,29,47.5,0,79,42,53.2,0,140,71,50.7,0,,
Warwick,"1,888","1,133",60.0,30,"1,871",949,50.7,19,"3,759","2,080",55.3,49,,
Watford,"1,811",975,53.8,20,"1,711",782,45.7,14,"3,522","1,755",49.8,34,,
Wednesbury,"1,389",597,43.0,2,"1,176",387,32.9,1,"2,565",983,38.3,3,,
West Didsbury,"2,678","1,190",44.4,2,"2,207",885,40.1,1,"4,885","2,073",42.4,3,,
West Wickham,"1,613",900,55.8,13,"2,134","1,031",48.3,10,"3,747","1,931",51.5,23,,
Westbury,63,37,58.7,0,84,49,58.3,0,147,86,58.5,0,,
Weston-Super-Mare,"1,107",595,53.7,13,"1,202",563,46.8,4,"2,309","1,158",50.2,17,,
Whitby,157,113,72.0,2,173,79,45.7,1,330,192,58.2,3,,
Whitchurch,382,192,50.3,2,407,207,50.9,2,789,399,50.6,4,,
Wick,86,50,58.1,1,68,35,51.5,0,154,85,55.2,1,,
Widnes,981,464,47.3,6,887,374,42.2,2,"1,868",837,44.8,8,,
Winchester,801,384,47.9,17,809,379,46.8,13,"1,610",762,47.3,30,,
Wolverhampton,"2,554","1,423",55.7,33,"2,645","1,179",44.6,14,"5,199","2,599",50.0,47,,
Wood Green,"1,627",610,37.5,2,"1,857",585,31.5,3,"3,484","1,193",34.2,5,,
Worcester,"1,541",808,52.4,1,"1,646",747,45.4,0,"3,187","1,552",48.7,1,,
Workington,782,423,54.1,3,733,347,47.3,4,"1,515",768,50.7,7,,
Worksop,918,525,57.2,16,996,420,42.2,10,"1,914",944,49.3,26,,
Worthing,"1,659",915,55.2,38,"1,665",786,47.2,27,"3,324","1,701",51.2,65,,
Wrexham,717,300,41.8,2,811,304,37.5,3,"1,528",604,39.5,5,,
Yeovil,"1,073",640,59.6,25,"1,175",588,50.0,17,"2,248","1,228",54.6,42,,
York,"1,495",885,59.2,23,"1,616",798,49.4,10,"3,111","1,683",54.1,33,,
ZKilmarnock,268,123,45.9,5,350,135,38.6,2,618,258,41.7,7,,
ZSaltcoats,371,210,56.6,5,430,213,49.5,6,801,422,52.7,11,,
National Totals,"347,991","176,673",50.8,"4,125","352,545","156,024",44.3,"3,220","700,549","332,697",47.5,"7,345",,
