city,male_1_attempt,male_1_attempt_passes,male_pass_rate,male_zero_fault,female_1_attempt,female_1_attempt_passes,female_pass_rate,female_zero_fault,total_1_attempt,total_1_attempt_passes,total_pass_rate,total_zero_fault,,
Warwick,"1,830","1,003",54.8,14,"1,925",876,45.5,3,"3,755","1,875",49.9,17,,
Watford,"1,385",741,53.5,21,"1,407",678,48.2,15,"2,792","1,417",50.8,36,,
Watnall,67,38,56.7,4,83,42,50.6,0,150,80,53.3,4,,
Wednesbury,"1,149",453,39.4,2,945,296,31.3,0,"2,094",749,35.8,2,,
Wellingborough,40,25,62.5,0,49,22,44.9,0,89,47,52.8,0,,
West Didsbury,"2,324","1,041",44.8,5,"2,125",817,38.4,6,"4,449","1,858",41.8,11,,
West Wickham,"1,674",906,54.1,10,"2,202","1,021",46.4,5,"3,876","1,923",49.6,15,,
Westbury,326,182,55.8,0,384,186,48.4,1,710,366,51.5,1,,
Weston-Super-Mare,"1,078",595,55.2,18,"1,157",572,49.4,7,"2,235","1,166",52.2,25,,
Whitby,183,124,67.8,7,163,93,57.1,0,346,217,62.7,7,,
Whitchurch,385,204,53.0,0,396,177,44.7,2,781,380,48.7,2,,
Wick,62,43,69.4,0,66,25,37.9,0,128,68,53.1,0,,
Widnes,787,389,49.4,10,760,339,44.6,4,"1,547",726,46.9,14,,
Winchester,705,371,52.6,9,728,349,47.9,9,"1,433",720,50.2,18,,
Wolverhampton,"2,388","1,359",56.9,40,"2,600","1,150",44.2,16,"4,988","2,505",50.2,56,,
Wood Green,"1,287",487,37.8,0,"1,641",468,28.5,4,"2,928",955,32.6,4,,
Worcester,"1,446",766,53.0,3,"1,538",686,44.6,1,"2,984","1,450",48.6,4,,
Workington,694,396,57.1,1,682,305,44.7,0,"1,376",701,50.9,1,,
Worksop,783,465,59.4,15,882,390,44.2,11,"1,665",853,51.2,26,,
Worthing,"1,405",754,53.7,20,"1,455",721,49.6,15,"2,860","1,475",51.6,35,,
Wrexham,651,248,38.1,0,657,249,37.9,1,"1,308",496,37.9,1,,
Yeovil,"1,115",638,57.2,12,"1,195",595,49.8,18,"2,310","1,232",53.3,30,,
York,"1,395",865,62.0,24,"1,606",856,53.3,18,"3,001","1,721",57.3,42,,
Z Sheffield (Parkway) Closed,"1,659",886,53.4,18,"1,595",715,44.8,7,"3,254","1,598",49.1,25,,
ZBedford (Closed),804,414,51.5,4,822,351,42.7,3,"1,626",765,47.0,7,,
ZCardiff (Closed),"1,536",910,59.2,26,"1,696",868,51.2,11,"3,232","1,776",55.0,37,,
ZFalkirk(Closed),463,220,47.5,5,537,247,46.0,6,"1,000",467,46.7,11,,
ZNottingham (Chalfont Drive),"1,893","1,047",55.3,43,"1,950",912,46.8,32,"3,843","1,956",50.9,75,,
ZSouth Norwood(Closed),467,219,46.9,1,579,218,37.7,1,"1,046",436,41.7,2,,
National Totals,"322,988","164,960",51.1,"4,172","328,028","145,412",44.3,"3,209","651,037","310,373",47.7,"7,381",,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
